dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1892-10-01,24.544,0.751,Abidjan,Côte D'Ivoire,5.63N,3.23W
1892-11-01,25.802,0.872,Abidjan,Côte D'Ivoire,5.63N,3.23W
1892-12-01,26.175,0.975,Abidjan,Côte D'Ivoire,5.63N,3.23W
1893-01-01,25.592,1.42,Abidjan,Côte D'Ivoire,5.63N,3.23W
1893-02-01,26.671,0.985,Abidjan,Côte D'Ivoire,5.63N,3.23W
1893-03-01,26.593,0.965,Abidjan,Côte D'Ivoire,5.63N,3.23W
1893-04-01,25.506,0.954,Abidjan,Côte D'Ivoire,5.63N,3.23W
1893-05-01,25.79,0.816,Abidjan,Côte D'Ivoire,5.63N,3.23W
1893-06-01,24.717,0.648,Abidjan,Côte D'Ivoire,5.63N,3.23W
1893-07-01,24.099,0.536,Abidjan,Côte D'Ivoire,5.63N,3.23W
1893-08-01,23.639,0.523,Abidjan,Côte D'Ivoire,5.63N,3.23W
1893-09-01,24.161,0.727,Abidjan,Côte D'Ivoire,5.63N,3.23W
1893-10-01,24.886,0.897,Abidjan,Côte D'Ivoire,5.63N,3.23W
1893-11-01,26.498,0.717,Abidjan,Côte D'Ivoire,5.63N,3.23W
1893-12-01,25.819,0.618,Abidjan,Côte D'Ivoire,5.63N,3.23W
1894-01-01,25.997,0.769,Abidjan,Côte D'Ivoire,5.63N,3.23W
1894-02-01,26.68,0.851,Abidjan,Côte D'Ivoire,5.63N,3.23W
1894-03-01,26.866,0.883,Abidjan,Côte D'Ivoire,5.63N,3.23W
1894-04-01,25.937,0.698,Abidjan,Côte D'Ivoire,5.63N,3.23W
1894-05-01,25.631,0.734,Abidjan,Côte D'Ivoire,5.63N,3.23W
1894-06-01,24.226,0.835,Abidjan,Côte D'Ivoire,5.63N,3.23W
1894-07-01,23.53,0.583,Abidjan,Côte D'Ivoire,5.63N,3.23W
1894-08-01,22.75,1.461,Abidjan,Côte D'Ivoire,5.63N,3.23W
1894-09-01,23.415,0.848,Abidjan,Côte D'Ivoire,5.63N,3.23W
1894-10-01,24.501,0.737,Abidjan,Côte D'Ivoire,5.63N,3.23W
1894-11-01,25.657,1.097,Abidjan,Côte D'Ivoire,5.63N,3.23W
1894-12-01,25.296,1.127,Abidjan,Côte D'Ivoire,5.63N,3.23W
1895-01-01,25.462,1.556,Abidjan,Côte D'Ivoire,5.63N,3.23W
1895-02-01,26.447,1.373,Abidjan,Côte D'Ivoire,5.63N,3.23W
1895-03-01,26.816,0.77,Abidjan,Côte D'Ivoire,5.63N,3.23W
1895-04-01,26.698,2.285,Abidjan,Côte D'Ivoire,5.63N,3.23W
1895-05-01,26.461,1.25,Abidjan,Côte D'Ivoire,5.63N,3.23W
1895-06-01,24.287,0.71,Abidjan,Côte D'Ivoire,5.63N,3.23W
1895-07-01,23.941,1.051,Abidjan,Côte D'Ivoire,5.63N,3.23W
1895-08-01,23.168,0.815,Abidjan,Côte D'Ivoire,5.63N,3.23W
1895-09-01,24.198,0.841,Abidjan,Côte D'Ivoire,5.63N,3.23W
1895-10-01,24.878,1.922,Abidjan,Côte D'Ivoire,5.63N,3.23W
1895-11-01,25.973,2.077,Abidjan,Côte D'Ivoire,5.63N,3.23W
1895-12-01,26.125,2.002,Abidjan,Côte D'Ivoire,5.63N,3.23W
1896-01-01,26.059,1.843,Abidjan,Côte D'Ivoire,5.63N,3.23W
1896-02-01,27.611,0.958,Abidjan,Côte D'Ivoire,5.63N,3.23W
1896-03-01,26.907,1.042,Abidjan,Côte D'Ivoire,5.63N,3.23W
1896-04-01,26.635,1.201,Abidjan,Côte D'Ivoire,5.63N,3.23W
1896-05-01,25.53,0.691,Abidjan,Côte D'Ivoire,5.63N,3.23W
1896-06-01,23.969,1.073,Abidjan,Côte D'Ivoire,5.63N,3.23W
1896-07-01,24.131,0.456,Abidjan,Côte D'Ivoire,5.63N,3.23W
1896-08-01,22.644,1.558,Abidjan,Côte D'Ivoire,5.63N,3.23W
1896-09-01,23.127,1.36,Abidjan,Côte D'Ivoire,5.63N,3.23W
1896-10-01,24.957,0.885,Abidjan,Côte D'Ivoire,5.63N,3.23W
1896-11-01,26.084,0.759,Abidjan,Côte D'Ivoire,5.63N,3.23W
1896-12-01,26.344,1.603,Abidjan,Côte D'Ivoire,5.63N,3.23W
1897-01-01,25.487,0.839,Abidjan,Côte D'Ivoire,5.63N,3.23W
1897-02-01,27.184,0.816,Abidjan,Côte D'Ivoire,5.63N,3.23W
1897-03-01,28.134,0.626,Abidjan,Côte D'Ivoire,5.63N,3.23W
1897-04-01,26.727,1.461,Abidjan,Côte D'Ivoire,5.63N,3.23W
1897-05-01,26.046,0.884,Abidjan,Côte D'Ivoire,5.63N,3.23W
1897-06-01,25.056,0.874,Abidjan,Côte D'Ivoire,5.63N,3.23W
1897-07-01,24.357,0.838,Abidjan,Côte D'Ivoire,5.63N,3.23W
1897-08-01,23.716,1.126,Abidjan,Côte D'Ivoire,5.63N,3.23W
1897-09-01,24.2,1.119,Abidjan,Côte D'Ivoire,5.63N,3.23W
1897-10-01,25.167,0.878,Abidjan,Côte D'Ivoire,5.63N,3.23W
1897-11-01,25.887,0.986,Abidjan,Côte D'Ivoire,5.63N,3.23W
1897-12-01,25.745,0.821,Abidjan,Côte D'Ivoire,5.63N,3.23W
1898-01-01,26.134,1.107,Abidjan,Côte D'Ivoire,5.63N,3.23W
1898-02-01,26.518,0.778,Abidjan,Côte D'Ivoire,5.63N,3.23W
1898-03-01,27.15,0.858,Abidjan,Côte D'Ivoire,5.63N,3.23W
1898-04-01,26.391,0.746,Abidjan,Côte D'Ivoire,5.63N,3.23W
1898-05-01,26.168,0.835,Abidjan,Côte D'Ivoire,5.63N,3.23W
1898-06-01,24.249,0.553,Abidjan,Côte D'Ivoire,5.63N,3.23W
1898-07-01,23.678,0.592,Abidjan,Côte D'Ivoire,5.63N,3.23W
1898-08-01,23.644,2.078,Abidjan,Côte D'Ivoire,5.63N,3.23W
1898-09-01,24.396,1.373,Abidjan,Côte D'Ivoire,5.63N,3.23W
1898-10-01,25.125,1.264,Abidjan,Côte D'Ivoire,5.63N,3.23W
1898-11-01,26.202,0.682,Abidjan,Côte D'Ivoire,5.63N,3.23W
1898-12-01,26,1.216,Abidjan,Côte D'Ivoire,5.63N,3.23W
1899-01-01,25.301,1.316,Abidjan,Côte D'Ivoire,5.63N,3.23W
1899-02-01,27.05,1.09,Abidjan,Côte D'Ivoire,5.63N,3.23W
1899-03-01,27.786,0.795,Abidjan,Côte D'Ivoire,5.63N,3.23W
1899-04-01,28.094,1.481,Abidjan,Côte D'Ivoire,5.63N,3.23W
1899-05-01,27.536,1.719,Abidjan,Côte D'Ivoire,5.63N,3.23W
1899-06-01,26.225,1.28,Abidjan,Côte D'Ivoire,5.63N,3.23W
1899-07-01,25.698,0.822,Abidjan,Côte D'Ivoire,5.63N,3.23W
1899-08-01,25.282,1.038,Abidjan,Côte D'Ivoire,5.63N,3.23W
1899-09-01,25.173,0.919,Abidjan,Côte D'Ivoire,5.63N,3.23W
1899-10-01,25.483,0.719,Abidjan,Côte D'Ivoire,5.63N,3.23W
1899-11-01,27.177,0.664,Abidjan,Côte D'Ivoire,5.63N,3.23W
1899-12-01,26.759,0.78,Abidjan,Côte D'Ivoire,5.63N,3.23W
1900-01-01,25.696,1.326,Abidjan,Côte D'Ivoire,5.63N,3.23W
1900-02-01,27.816,0.789,Abidjan,Côte D'Ivoire,5.63N,3.23W
1900-03-01,28.395,1.296,Abidjan,Côte D'Ivoire,5.63N,3.23W
1900-04-01,27.706,0.501,Abidjan,Côte D'Ivoire,5.63N,3.23W
1900-05-01,26.753,0.458,Abidjan,Côte D'Ivoire,5.63N,3.23W
1900-06-01,25.18,0.733,Abidjan,Côte D'Ivoire,5.63N,3.23W
1900-07-01,24.192,0.828,Abidjan,Côte D'Ivoire,5.63N,3.23W
1900-08-01,23.473,1.209,Abidjan,Côte D'Ivoire,5.63N,3.23W
1900-09-01,25.127,0.658,Abidjan,Côte D'Ivoire,5.63N,3.23W
1900-10-01,25.962,0.564,Abidjan,Côte D'Ivoire,5.63N,3.23W
1900-11-01,26.663,1.147,Abidjan,Côte D'Ivoire,5.63N,3.23W
1900-12-01,26.459,0.918,Abidjan,Côte D'Ivoire,5.63N,3.23W
1901-01-01,25.915,0.786,Abidjan,Côte D'Ivoire,5.63N,3.23W
1901-02-01,27.913,0.772,Abidjan,Côte D'Ivoire,5.63N,3.23W
1901-03-01,27.512,1.178,Abidjan,Côte D'Ivoire,5.63N,3.23W
1901-04-01,26.816,1.27,Abidjan,Côte D'Ivoire,5.63N,3.23W
1901-05-01,25.837,0.77,Abidjan,Côte D'Ivoire,5.63N,3.23W
1901-06-01,25.195,0.536,Abidjan,Côte D'Ivoire,5.63N,3.23W
1901-07-01,24.303,0.723,Abidjan,Côte D'Ivoire,5.63N,3.23W
1901-08-01,24.152,0.883,Abidjan,Côte D'Ivoire,5.63N,3.23W
1901-09-01,25.039,0.678,Abidjan,Côte D'Ivoire,5.63N,3.23W
1901-10-01,25.678,1.185,Abidjan,Côte D'Ivoire,5.63N,3.23W
1901-11-01,26.087,0.939,Abidjan,Côte D'Ivoire,5.63N,3.23W
1901-12-01,26.572,0.542,Abidjan,Côte D'Ivoire,5.63N,3.23W
1902-01-01,26.556,0.96,Abidjan,Côte D'Ivoire,5.63N,3.23W
1902-02-01,27.37,0.964,Abidjan,Côte D'Ivoire,5.63N,3.23W
1902-03-01,27.822,0.586,Abidjan,Côte D'Ivoire,5.63N,3.23W
1902-04-01,26.625,1.26,Abidjan,Côte D'Ivoire,5.63N,3.23W
1902-05-01,26.533,0.671,Abidjan,Côte D'Ivoire,5.63N,3.23W
1902-06-01,25.186,1.568,Abidjan,Côte D'Ivoire,5.63N,3.23W
1902-07-01,23.586,0.966,Abidjan,Côte D'Ivoire,5.63N,3.23W
1902-08-01,23.464,0.612,Abidjan,Côte D'Ivoire,5.63N,3.23W
1902-09-01,24.307,0.586,Abidjan,Côte D'Ivoire,5.63N,3.23W
1902-10-01,24.59,0.685,Abidjan,Côte D'Ivoire,5.63N,3.23W
1902-11-01,25.889,0.933,Abidjan,Côte D'Ivoire,5.63N,3.23W
1902-12-01,25.145,0.889,Abidjan,Côte D'Ivoire,5.63N,3.23W
1903-01-01,26.098,1.379,Abidjan,Côte D'Ivoire,5.63N,3.23W
1903-02-01,26.682,1.252,Abidjan,Côte D'Ivoire,5.63N,3.23W
1903-03-01,28.107,0.87,Abidjan,Côte D'Ivoire,5.63N,3.23W
1903-04-01,27.139,1.221,Abidjan,Côte D'Ivoire,5.63N,3.23W
1903-05-01,26.066,1.028,Abidjan,Côte D'Ivoire,5.63N,3.23W
1903-06-01,24.18,0.714,Abidjan,Côte D'Ivoire,5.63N,3.23W
1903-07-01,23.342,0.517,Abidjan,Côte D'Ivoire,5.63N,3.23W
1903-08-01,23.057,0.787,Abidjan,Côte D'Ivoire,5.63N,3.23W
1903-09-01,23.867,0.497,Abidjan,Côte D'Ivoire,5.63N,3.23W
1903-10-01,25.223,1.042,Abidjan,Côte D'Ivoire,5.63N,3.23W
1903-11-01,26.12,1.17,Abidjan,Côte D'Ivoire,5.63N,3.23W
1903-12-01,25.9,1.268,Abidjan,Côte D'Ivoire,5.63N,3.23W
1904-01-01,25.387,1.218,Abidjan,Côte D'Ivoire,5.63N,3.23W
1904-02-01,26.912,0.841,Abidjan,Côte D'Ivoire,5.63N,3.23W
1904-03-01,27.31,0.5,Abidjan,Côte D'Ivoire,5.63N,3.23W
1904-04-01,26.609,0.694,Abidjan,Côte D'Ivoire,5.63N,3.23W
1904-05-01,25.702,1.265,Abidjan,Côte D'Ivoire,5.63N,3.23W
1904-06-01,24.652,1.191,Abidjan,Côte D'Ivoire,5.63N,3.23W
1904-07-01,23.366,0.66,Abidjan,Côte D'Ivoire,5.63N,3.23W
1904-08-01,22.728,1.425,Abidjan,Côte D'Ivoire,5.63N,3.23W
1904-09-01,23.93,0.7,Abidjan,Côte D'Ivoire,5.63N,3.23W
1904-10-01,24.338,0.589,Abidjan,Côte D'Ivoire,5.63N,3.23W
1904-11-01,25.845,0.741,Abidjan,Côte D'Ivoire,5.63N,3.23W
1904-12-01,26.064,1.002,Abidjan,Côte D'Ivoire,5.63N,3.23W
1905-01-01,26.603,1.168,Abidjan,Côte D'Ivoire,5.63N,3.23W
1905-02-01,27.111,0.993,Abidjan,Côte D'Ivoire,5.63N,3.23W
1905-03-01,28.057,0.79,Abidjan,Côte D'Ivoire,5.63N,3.23W
1905-04-01,27.514,1.267,Abidjan,Côte D'Ivoire,5.63N,3.23W
1905-05-01,25.894,0.737,Abidjan,Côte D'Ivoire,5.63N,3.23W
1905-06-01,24.452,0.447,Abidjan,Côte D'Ivoire,5.63N,3.23W
1905-07-01,23.755,0.723,Abidjan,Côte D'Ivoire,5.63N,3.23W
1905-08-01,23.369,0.573,Abidjan,Côte D'Ivoire,5.63N,3.23W
1905-09-01,24.36,1.008,Abidjan,Côte D'Ivoire,5.63N,3.23W
1905-10-01,25.283,1.882,Abidjan,Côte D'Ivoire,5.63N,3.23W
1905-11-01,25.976,1.486,Abidjan,Côte D'Ivoire,5.63N,3.23W
1905-12-01,27.023,0.662,Abidjan,Côte D'Ivoire,5.63N,3.23W
1906-01-01,26.862,0.728,Abidjan,Côte D'Ivoire,5.63N,3.23W
1906-02-01,28.019,0.918,Abidjan,Côte D'Ivoire,5.63N,3.23W
1906-03-01,29.471,0.574,Abidjan,Côte D'Ivoire,5.63N,3.23W
1906-04-01,27.397,0.556,Abidjan,Côte D'Ivoire,5.63N,3.23W
1906-05-01,25.88,1.35,Abidjan,Côte D'Ivoire,5.63N,3.23W
1906-06-01,24.814,0.816,Abidjan,Côte D'Ivoire,5.63N,3.23W
1906-07-01,23.809,0.899,Abidjan,Côte D'Ivoire,5.63N,3.23W
1906-08-01,23.875,0.812,Abidjan,Côte D'Ivoire,5.63N,3.23W
1906-09-01,24.151,1.139,Abidjan,Côte D'Ivoire,5.63N,3.23W
1906-10-01,25.407,0.428,Abidjan,Côte D'Ivoire,5.63N,3.23W
1906-11-01,26.434,0.358,Abidjan,Côte D'Ivoire,5.63N,3.23W
1906-12-01,26.788,0.962,Abidjan,Côte D'Ivoire,5.63N,3.23W
1907-01-01,26.496,0.579,Abidjan,Côte D'Ivoire,5.63N,3.23W
1907-02-01,26.934,0.946,Abidjan,Côte D'Ivoire,5.63N,3.23W
1907-03-01,27.765,0.642,Abidjan,Côte D'Ivoire,5.63N,3.23W
1907-04-01,26.568,0.562,Abidjan,Côte D'Ivoire,5.63N,3.23W
1907-05-01,26.383,0.752,Abidjan,Côte D'Ivoire,5.63N,3.23W
1907-06-01,24.629,0.621,Abidjan,Côte D'Ivoire,5.63N,3.23W
1907-07-01,23.78,0.543,Abidjan,Côte D'Ivoire,5.63N,3.23W
1907-08-01,23.636,1,Abidjan,Côte D'Ivoire,5.63N,3.23W
1907-09-01,24.23,0.478,Abidjan,Côte D'Ivoire,5.63N,3.23W
1907-10-01,25.268,0.35,Abidjan,Côte D'Ivoire,5.63N,3.23W
1907-11-01,26.279,0.496,Abidjan,Côte D'Ivoire,5.63N,3.23W
1907-12-01,26.253,0.661,Abidjan,Côte D'Ivoire,5.63N,3.23W
1908-01-01,26.661,0.883,Abidjan,Côte D'Ivoire,5.63N,3.23W
1908-02-01,27.378,0.855,Abidjan,Côte D'Ivoire,5.63N,3.23W
1908-03-01,27.405,0.813,Abidjan,Côte D'Ivoire,5.63N,3.23W
1908-04-01,26.68,1.083,Abidjan,Côte D'Ivoire,5.63N,3.23W
1908-05-01,25.905,0.9,Abidjan,Côte D'Ivoire,5.63N,3.23W
1908-06-01,25.163,0.551,Abidjan,Côte D'Ivoire,5.63N,3.23W
1908-07-01,24.237,0.807,Abidjan,Côte D'Ivoire,5.63N,3.23W
1908-08-01,24.249,0.953,Abidjan,Côte D'Ivoire,5.63N,3.23W
1908-09-01,24.781,0.787,Abidjan,Côte D'Ivoire,5.63N,3.23W
1908-10-01,25.165,1.081,Abidjan,Côte D'Ivoire,5.63N,3.23W
1908-11-01,25.812,0.8,Abidjan,Côte D'Ivoire,5.63N,3.23W
1908-12-01,26.125,1.007,Abidjan,Côte D'Ivoire,5.63N,3.23W
1909-01-01,26.038,0.97,Abidjan,Côte D'Ivoire,5.63N,3.23W
1909-02-01,26.895,0.706,Abidjan,Côte D'Ivoire,5.63N,3.23W
1909-03-01,26.961,1.109,Abidjan,Côte D'Ivoire,5.63N,3.23W
1909-04-01,26.644,0.805,Abidjan,Côte D'Ivoire,5.63N,3.23W
1909-05-01,26.094,0.891,Abidjan,Côte D'Ivoire,5.63N,3.23W
1909-06-01,24.77,0.526,Abidjan,Côte D'Ivoire,5.63N,3.23W
1909-07-01,24.159,1.07,Abidjan,Côte D'Ivoire,5.63N,3.23W
1909-08-01,23.929,1.075,Abidjan,Côte D'Ivoire,5.63N,3.23W
1909-09-01,23.992,0.72,Abidjan,Côte D'Ivoire,5.63N,3.23W
1909-10-01,25.47,1.16,Abidjan,Côte D'Ivoire,5.63N,3.23W
1909-11-01,25.958,0.87,Abidjan,Côte D'Ivoire,5.63N,3.23W
1909-12-01,25.883,0.895,Abidjan,Côte D'Ivoire,5.63N,3.23W
1910-01-01,25.637,1.577,Abidjan,Côte D'Ivoire,5.63N,3.23W
1910-02-01,27.792,2.107,Abidjan,Côte D'Ivoire,5.63N,3.23W
1910-03-01,27.071,1.028,Abidjan,Côte D'Ivoire,5.63N,3.23W
1910-04-01,27.11,1.83,Abidjan,Côte D'Ivoire,5.63N,3.23W
1910-05-01,26.682,1.139,Abidjan,Côte D'Ivoire,5.63N,3.23W
1910-06-01,25.109,0.8,Abidjan,Côte D'Ivoire,5.63N,3.23W
1910-07-01,24.225,0.931,Abidjan,Côte D'Ivoire,5.63N,3.23W
1910-08-01,23.859,1.142,Abidjan,Côte D'Ivoire,5.63N,3.23W
1910-09-01,23.507,0.988,Abidjan,Côte D'Ivoire,5.63N,3.23W
1910-10-01,24.795,1.19,Abidjan,Côte D'Ivoire,5.63N,3.23W
1910-11-01,26.068,0.966,Abidjan,Côte D'Ivoire,5.63N,3.23W
1910-12-01,26.571,1.706,Abidjan,Côte D'Ivoire,5.63N,3.23W
1911-01-01,26.09,1.422,Abidjan,Côte D'Ivoire,5.63N,3.23W
1911-02-01,27.014,1.866,Abidjan,Côte D'Ivoire,5.63N,3.23W
1911-03-01,27.11,0.737,Abidjan,Côte D'Ivoire,5.63N,3.23W
1911-04-01,26.535,1.181,Abidjan,Côte D'Ivoire,5.63N,3.23W
1911-05-01,25.319,0.678,Abidjan,Côte D'Ivoire,5.63N,3.23W
1911-06-01,24.733,1.314,Abidjan,Côte D'Ivoire,5.63N,3.23W
1911-07-01,23.631,0.593,Abidjan,Côte D'Ivoire,5.63N,3.23W
1911-08-01,23.217,0.948,Abidjan,Côte D'Ivoire,5.63N,3.23W
1911-09-01,24.327,0.926,Abidjan,Côte D'Ivoire,5.63N,3.23W
1911-10-01,24.835,1.17,Abidjan,Côte D'Ivoire,5.63N,3.23W
1911-11-01,26.103,1.06,Abidjan,Côte D'Ivoire,5.63N,3.23W
1911-12-01,26.063,1.162,Abidjan,Côte D'Ivoire,5.63N,3.23W
1912-01-01,26.084,0.986,Abidjan,Côte D'Ivoire,5.63N,3.23W
1912-02-01,27.199,0.427,Abidjan,Côte D'Ivoire,5.63N,3.23W
1912-03-01,28.432,1.776,Abidjan,Côte D'Ivoire,5.63N,3.23W
1912-04-01,28.285,2.922,Abidjan,Côte D'Ivoire,5.63N,3.23W
1912-05-01,27.179,2.2,Abidjan,Côte D'Ivoire,5.63N,3.23W
1912-06-01,25.504,0.847,Abidjan,Côte D'Ivoire,5.63N,3.23W
1912-07-01,24.877,0.535,Abidjan,Côte D'Ivoire,5.63N,3.23W
1912-08-01,25.247,0.979,Abidjan,Côte D'Ivoire,5.63N,3.23W
1912-09-01,25.469,0.831,Abidjan,Côte D'Ivoire,5.63N,3.23W
1912-10-01,25.947,1.792,Abidjan,Côte D'Ivoire,5.63N,3.23W
1912-11-01,26.474,1.238,Abidjan,Côte D'Ivoire,5.63N,3.23W
1912-12-01,26.307,0.747,Abidjan,Côte D'Ivoire,5.63N,3.23W
1913-01-01,27.551,2.024,Abidjan,Côte D'Ivoire,5.63N,3.23W
1913-02-01,27.949,1.936,Abidjan,Côte D'Ivoire,5.63N,3.23W
1913-03-01,27.822,0.992,Abidjan,Côte D'Ivoire,5.63N,3.23W
1913-04-01,27.501,0.656,Abidjan,Côte D'Ivoire,5.63N,3.23W
1913-05-01,25.832,0.511,Abidjan,Côte D'Ivoire,5.63N,3.23W
1913-06-01,25.368,0.627,Abidjan,Côte D'Ivoire,5.63N,3.23W
1913-07-01,25.584,0.456,Abidjan,Côte D'Ivoire,5.63N,3.23W
1913-08-01,25.177,0.702,Abidjan,Côte D'Ivoire,5.63N,3.23W
1913-09-01,24.835,1.1,Abidjan,Côte D'Ivoire,5.63N,3.23W
1913-10-01,25.543,0.873,Abidjan,Côte D'Ivoire,5.63N,3.23W
1913-11-01,26.178,0.857,Abidjan,Côte D'Ivoire,5.63N,3.23W
1913-12-01,26.569,1.02,Abidjan,Côte D'Ivoire,5.63N,3.23W
1914-01-01,26.752,0.576,Abidjan,Côte D'Ivoire,5.63N,3.23W
1914-02-01,28.123,1.314,Abidjan,Côte D'Ivoire,5.63N,3.23W
1914-03-01,28.123,0.42,Abidjan,Côte D'Ivoire,5.63N,3.23W
1914-04-01,28.048,1.147,Abidjan,Côte D'Ivoire,5.63N,3.23W
1914-05-01,26.856,0.719,Abidjan,Côte D'Ivoire,5.63N,3.23W
1914-06-01,24.831,0.769,Abidjan,Côte D'Ivoire,5.63N,3.23W
1914-07-01,24.002,0.496,Abidjan,Côte D'Ivoire,5.63N,3.23W
1914-08-01,24.001,0.678,Abidjan,Côte D'Ivoire,5.63N,3.23W
1914-09-01,25.283,0.771,Abidjan,Côte D'Ivoire,5.63N,3.23W
1914-10-01,25.697,1.784,Abidjan,Côte D'Ivoire,5.63N,3.23W
1914-11-01,26.737,1.077,Abidjan,Côte D'Ivoire,5.63N,3.23W
1914-12-01,26.873,1.018,Abidjan,Côte D'Ivoire,5.63N,3.23W
1915-01-01,25.85,0.532,Abidjan,Côte D'Ivoire,5.63N,3.23W
1915-02-01,27.045,1.407,Abidjan,Côte D'Ivoire,5.63N,3.23W
1915-03-01,28.003,0.814,Abidjan,Côte D'Ivoire,5.63N,3.23W
1915-04-01,27.775,1.751,Abidjan,Côte D'Ivoire,5.63N,3.23W
1915-05-01,27.278,2.316,Abidjan,Côte D'Ivoire,5.63N,3.23W
1915-06-01,25.646,0.543,Abidjan,Côte D'Ivoire,5.63N,3.23W
1915-07-01,24.649,1.319,Abidjan,Côte D'Ivoire,5.63N,3.23W
1915-08-01,25.203,1.139,Abidjan,Côte D'Ivoire,5.63N,3.23W
1915-09-01,24.991,1.327,Abidjan,Côte D'Ivoire,5.63N,3.23W
1915-10-01,26.186,0.837,Abidjan,Côte D'Ivoire,5.63N,3.23W
1915-11-01,26.337,0.845,Abidjan,Côte D'Ivoire,5.63N,3.23W
1915-12-01,26.484,1.699,Abidjan,Côte D'Ivoire,5.63N,3.23W
1916-01-01,26.669,0.878,Abidjan,Côte D'Ivoire,5.63N,3.23W
1916-02-01,27.791,0.84,Abidjan,Côte D'Ivoire,5.63N,3.23W
1916-03-01,28.281,0.668,Abidjan,Côte D'Ivoire,5.63N,3.23W
1916-04-01,26.901,0.909,Abidjan,Côte D'Ivoire,5.63N,3.23W
1916-05-01,27.02,0.602,Abidjan,Côte D'Ivoire,5.63N,3.23W
1916-06-01,25.552,0.469,Abidjan,Côte D'Ivoire,5.63N,3.23W
1916-07-01,24.451,0.688,Abidjan,Côte D'Ivoire,5.63N,3.23W
1916-08-01,24.115,0.466,Abidjan,Côte D'Ivoire,5.63N,3.23W
1916-09-01,25.057,0.496,Abidjan,Côte D'Ivoire,5.63N,3.23W
1916-10-01,25.465,0.769,Abidjan,Côte D'Ivoire,5.63N,3.23W
1916-11-01,26.365,0.599,Abidjan,Côte D'Ivoire,5.63N,3.23W
1916-12-01,25.916,1.889,Abidjan,Côte D'Ivoire,5.63N,3.23W
1917-01-01,26.537,1.002,Abidjan,Côte D'Ivoire,5.63N,3.23W
1917-02-01,26.889,0.69,Abidjan,Côte D'Ivoire,5.63N,3.23W
1917-03-01,27.823,1.333,Abidjan,Côte D'Ivoire,5.63N,3.23W
1917-04-01,27.502,1.076,Abidjan,Côte D'Ivoire,5.63N,3.23W
1917-05-01,26.756,1.001,Abidjan,Côte D'Ivoire,5.63N,3.23W
1917-06-01,26.201,1.278,Abidjan,Côte D'Ivoire,5.63N,3.23W
1917-07-01,25.444,0.711,Abidjan,Côte D'Ivoire,5.63N,3.23W
1917-08-01,25.143,0.419,Abidjan,Côte D'Ivoire,5.63N,3.23W
1917-09-01,25.141,0.996,Abidjan,Côte D'Ivoire,5.63N,3.23W
1917-10-01,26.212,0.644,Abidjan,Côte D'Ivoire,5.63N,3.23W
1917-11-01,26.836,0.608,Abidjan,Côte D'Ivoire,5.63N,3.23W
1917-12-01,27.196,0.942,Abidjan,Côte D'Ivoire,5.63N,3.23W
1918-01-01,26.618,0.941,Abidjan,Côte D'Ivoire,5.63N,3.23W
1918-02-01,26.88,1.221,Abidjan,Côte D'Ivoire,5.63N,3.23W
1918-03-01,27.402,0.563,Abidjan,Côte D'Ivoire,5.63N,3.23W
1918-04-01,27.125,0.429,Abidjan,Côte D'Ivoire,5.63N,3.23W
1918-05-01,25.981,0.924,Abidjan,Côte D'Ivoire,5.63N,3.23W
1918-06-01,25.422,0.97,Abidjan,Côte D'Ivoire,5.63N,3.23W
1918-07-01,24.334,0.444,Abidjan,Côte D'Ivoire,5.63N,3.23W
1918-08-01,24.014,0.756,Abidjan,Côte D'Ivoire,5.63N,3.23W
1918-09-01,25.324,0.713,Abidjan,Côte D'Ivoire,5.63N,3.23W
1918-10-01,25.83,0.439,Abidjan,Côte D'Ivoire,5.63N,3.23W
1918-11-01,26.31,1.038,Abidjan,Côte D'Ivoire,5.63N,3.23W
1918-12-01,25.952,1.458,Abidjan,Côte D'Ivoire,5.63N,3.23W
1919-01-01,26.793,1.179,Abidjan,Côte D'Ivoire,5.63N,3.23W
1919-02-01,28.095,0.625,Abidjan,Côte D'Ivoire,5.63N,3.23W
1919-03-01,27.971,0.739,Abidjan,Côte D'Ivoire,5.63N,3.23W
1919-04-01,26.548,1.342,Abidjan,Côte D'Ivoire,5.63N,3.23W
1919-05-01,26.438,1.063,Abidjan,Côte D'Ivoire,5.63N,3.23W
1919-06-01,25.402,0.793,Abidjan,Côte D'Ivoire,5.63N,3.23W
1919-07-01,24.873,0.558,Abidjan,Côte D'Ivoire,5.63N,3.23W
1919-08-01,24.701,0.96,Abidjan,Côte D'Ivoire,5.63N,3.23W
1919-09-01,25.083,0.895,Abidjan,Côte D'Ivoire,5.63N,3.23W
1919-10-01,25.63,1.06,Abidjan,Côte D'Ivoire,5.63N,3.23W
1919-11-01,26.356,0.56,Abidjan,Côte D'Ivoire,5.63N,3.23W
1919-12-01,26.421,0.546,Abidjan,Côte D'Ivoire,5.63N,3.23W
1920-01-01,27.124,0.713,Abidjan,Côte D'Ivoire,5.63N,3.23W
1920-02-01,28.383,0.768,Abidjan,Côte D'Ivoire,5.63N,3.23W
1920-03-01,28.593,0.714,Abidjan,Côte D'Ivoire,5.63N,3.23W
1920-04-01,27.754,0.806,Abidjan,Côte D'Ivoire,5.63N,3.23W
1920-05-01,26.54,0.615,Abidjan,Côte D'Ivoire,5.63N,3.23W
